id,english,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
5434,anaesthesis,anestesia,C2,,,"Anaesthesis é a condição de perda de sensibilidade ou percepção, geralmente relacionada à ausência de dor, frequentemente provocada por agentes anestésicos.",The patient's experience of anaesthesis during the intricate surgical procedure allowed the surgeons to operate with precision and minimal discomfort.,"""A experiência do paciente com a anestesia durante o complexo procedimento cirúrgico permitiu que os cirurgiões operassem com precisão e mínimo desconforto.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5435,antinomic,antinômica,C2,,,"Antinômico refere-se à presença de contradições ou oposições irreconciliáveis entre ideias, princípios ou proposições, que desafiam a lógica ou a consistência do raciocínio.",The antinomic relationship between freedom and security often leads to profound philosophical debates about the nature of individual rights in society.,A relação antinômica entre liberdade e segurança frequentemente gera profundos debates filosóficos sobre a natureza dos direitos individuais na sociedade.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5436,anxietude,ansiedade,C2,,,"Anxietude é um estado emocional caracterizado por uma preocupação intensa e persistente, frequentemente acompanhado de sentimentos de apreensão e desconforto.","Despite her outward composure, a profound anxietude gnawed at her as she prepared for the pivotal presentation that could determine her career trajectory.","""Apesar de sua compostura exterior, uma profunda ansiedade a consumia enquanto ela se preparava para a apresentação crucial que poderia determinar a trajetória de sua carreira.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5437,ande,e,A1,,,"""Ande"" é o ato de mover-se de um lugar para outro usando os pés.",I like apples and oranges.,Eu gosto de maçãs e laranjas.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5438,antagonistical,antagonista,A1,,,"""Antagonistical"" significa algo que é oposto ou que está em conflito com outra coisa.",The two boys were antagonistical during the game and did not want to share the ball.,Os dois meninos estavam antagonistas durante o jogo e não queriam compartilhar a bola.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5439,antihuman,anti-humano,A1,,,"""Antihuman"" significa algo que é contra os seres humanos ou que não gosta das pessoas.",The movie showed an antihuman robot that wanted to hurt people.,"""O filme mostrou um robô antihumano que queria machucar as pessoas.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5440,anachronical,anacrônico,A1,,,"""Anachronical"" significa algo que está fora do seu tempo certo, como se fosse de uma época diferente.",The movie had an anachronical scene with a smartphone in the past.,O filme tinha uma cena anacrônica com um smartphone no passado.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5441,anilinction,anilinção,A1,,,"""Anilinction"" é a ação de fazer algo desaparecer ou se tornar invisível.",I need to make an anilinction for my homework project about plants.,Eu preciso fazer uma apresentação para o meu projeto de dever de casa sobre plantas.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5442,animalian,animaliano,A1,,,"""Animalian"" é um termo que se refere a algo relacionado aos animais.",The animalian friends play in the park every day.,Os amigos animais brincam no parque todos os dias.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5443,antedeluvian,antedeluviano,A1,,,"""Antediluviano"" significa algo que é muito antigo ou que pertence a um tempo muito passado.",The antediluvian car was very old and did not work well.,O carro antediluviano era muito velho e não funcionava bem.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5445,anachoresis,anacorese,A1,,,Anachoresis é o ato de se afastar ou se retirar para um lugar seguro ou tranquilo.,The teacher explained that anachoresis means moving away from a place to find peace.,O professor explicou que anacorese significa afastar-se de um lugar para encontrar paz.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5446,analogate,análogo,A1,,,"""Analogate"" é um verbo que significa fazer uma comparação entre duas coisas para mostrar como elas são parecidas.",I can analogate this picture to the one in my book.,"""Eu posso comparar esta imagem com a do meu livro.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5447,anesthesis,anestesia,A1,,,Anestesia é um tratamento que faz uma pessoa não sentir dor durante uma operação ou procedimento médico.,The doctor gave her anesthesia so she would not feel pain during the surgery.,O médico deu a ela anestesia para que ela não sentisse dor durante a cirurgia.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5448,anthophyte,antofito,A1,,,"""Anthophyte"" é uma planta que tem flores e produz sementes. Essas plantas são parte do grupo das angiospermas.",A rose is an anthophyte because it has flowers.,Uma rosa é uma angiosperma porque tem flores.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5449,antilifer,antilífero,A1,,,Antilifer é uma pessoa que ajuda a transportar coisas de um lugar para outro.,The antilifer is a big animal that lives in the grasslands.,"""O antilope é um grande animal que vive nas pradarias.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5450,anachoric,anacórico,A1,,,"""Anachoric"" significa algo que está fora do tempo ou que não pertence ao tempo atual.",The old book felt anachoric because it talked about things from a very different time.,"""O livro antigo parecia fora de época porque falava sobre coisas de um tempo muito diferente.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5451,anaclitism,anaclitismo,A1,,,Anaclitismo é quando uma pessoa se apoia emocionalmente em outra para se sentir segura e feliz.,Anaclitism is when a baby feels safe when they are close to their mother.,Anaclitismo é quando um bebê se sente seguro perto da mãe.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5452,anatidaephobia,anatidaefobia,A1,,,Anatidaephobia é o medo de ser observado por patos. É uma palavra engraçada que fala sobre um medo estranho.,"She laughs when she thinks about her anatidaephobia, the fear of being watched by ducks.","Ela ri quando pensa na sua anatidefobia, o medo de ser observada por patos.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5453,anguinous,anguinoso,A1,,,"""Anguinous"" significa algo que tem a forma de uma cobra ou é longo e fino como uma cobra.",The movie was so sad that I felt anguinous and cried.,"""O filme era tão triste que eu me senti angustiado e chorei.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5454,anthogenesis,antogênese,A1,,,Anthogenesis é o processo de formação de flores em plantas.,Anthogenesis is the process where new plants grow from old ones.,A antogênese é o processo em que novas plantas crescem a partir de plantas antigas.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5455,antisemantic,antissemita,A1,,,"""Antisemantic"" é uma palavra que significa algo que não tem sentido ou que é contra o significado das palavras.",The story was antisemantic because it didn't make sense at all.,A história era sem sentido porque não fazia sentido nenhum.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5456,anacrobic,anacróbico,A1,,,"""Anacrobic"" é uma palavra que se refere a algo que acontece ou é feito de maneira rápida ou energética.",I like to run and do anacrobic exercises to stay fit.,Eu gosto de correr e fazer exercícios anaeróbicos para me manter em forma.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5457,anathemization,anatemização,A1,,,"Anathemization é o ato de rejeitar ou expulsar alguém de um grupo ou comunidade, geralmente por causa de suas ideias ou ações.",The anathemization of bad habits can help us live healthier lives.,A eliminação de maus hábitos pode nos ajudar a viver vidas mais saudáveis.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5458,angiport,angiporto,A1,,,"""Angiport"" é uma palavra que se refere a um pequeno espaço ou passagem em um lugar, geralmente usado para facilitar o movimento ou a comunicação.",The doctor looked at the angiport to check the patient's blood flow.,O médico olhou para o angiporto para verificar o fluxo sanguíneo do paciente.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5459,anthropophobe,antropofóbico,A1,,,Anthropophobe é uma pessoa que tem medo de outras pessoas ou de estar perto delas.,"She is an anthropophobe, so she feels scared when she is around other people.","Ela é uma antropofóbica, então ela fica assustada quando está perto de outras pessoas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5460,appendment,apêndice,A1,,,"""Appendment"" é o ato de adicionar algo a outra coisa, como uma parte extra ou um anexo.",The teacher gave us an appendment to add more information to our project.,O professor nos deu um adendo para acrescentar mais informações ao nosso projeto.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
